ID,SurveyGroup,IntakeDate,ProgramParticipation,City,County,IntakeBusinessStatus,BusinessStartDate,BusinessDescription,LoanClient,Experience,ChangeExperience,MatchedNeeds,PleaseExplain2,ServicesIdeas,SupportIdeas,DEI1,DEI2,DEI3,DEI4,DEI5,DEI6,DEIDescriptionRate,OwnBusiness,HaveYouEverBeenInBusiness,StillOwn,WhyNoBusiness,NotStartDescision,PleaseExplain3,StartDecision,PleaseExplain,StartBusiness,ProductService,MonthAndYear,BusinessStartReason,MonthAndYearStop,BusinessStopReason,BusinessRestart,PivotAbility,PivotWEV,Elaborate1,ExpandBusiness,ProgramIdeas,FullTimePartTime,BizSalesIntake,GrossSales,SalesUnknownOrRefused,ProfitLoss,ProfitLossAtIntake,NetProfit,ProfitLossUnknownOrRefused,OwnersDrawAtIntake,BizIncomeUse,DrawUnknownOrRefused,DrawPrimaryIncome,JobsAtIntakebesidesOwner,FTEAmount,FTEmployeesUnknownOrRefused,PTEAmount,PTEmployeesUnknownOrRefused,FundingProgram1,FundingProgram2,FundingProgram3,FundingProgram4,FundingProgram5,FundingProgram6,FundingProgram7,FundingProgram8,FundingProgram9,Elaborate2,FundingSource1,FundingSource2,FundingSource3,Employment1,Employment2,Employment3,Employment4,Elaborate3,Household1,Household2,Household3,Household4,Household5,Household6,Household7,FinancialHealth1,FinancialHealth2,FinancialHealth3,WEVGotNews,Content,WEVGotNews2,Entrepreneur1,Entrepreneur2,Entrepreneur3,Entrepreneur4,Entrepreneur5,WrapUp,SurveyDate 
1650479,5-Year,9/10/2013,Training,Ventura,Ventura,Pre-business (No business or idea only),,Small Italian Deli,No,I had a great experience where I was able to network with people and create lasting friendships.,No.,Yes,,"Since you're bringing in people with different goals and situations, it might be valuable to group people based on business ideas (i.e. restaurant starters, retail, etc.)",Online,Strongly Agree,5.0,Strongly Agree,5.0,Strongly Agree,5.0,No.,No,No,No,Not enough capital,Yes,"I realized that I didn't have enough capital to start my own business, so I went to culinary school and gained more industry knowledge with the intention of starting my own restaurant business someday.",,,No,Restaurant consultant.,01/2018,,,N/A,No,,,,,,,,,No,,,,No,0.00,,No,,0,,No,,No,,,0.00,,0.00,,0.00,,0.00,,,,,Yes,Part-time,Employed,,,1,2,No,"82,000.00","275,000.00",No,,"Paid off personal loans/credit card debt, Met with a financial coach",0.00,No,I receive the newsletter and always read it,Articles about success stories.,,No,,,,,No.,8/1/2022
1426803,1-Year,1/14/2009,"Funding, Training, Advisory",Santa Barbara,Santa Barbara,Pre-business (No business or idea only),,,Yes,"The beginner entrepreneurship course was extremely helpful. Getting to know other classmates was really amazing, and learning what I had in common with these people was very enlightening.",I don't think the instructor was as rigorous as she might've been in helping students develop a viable business plan.,Yes,,"Immersion into social media platforms, and a way to economically develop content on your own without hiring outside consultants. Developing a stronger financial understanding initially in the business planning stage as well.
So many people in the program have service-related businesses, and it would be exciting for product-based students to learn from mentors on how to created, manufacture, and package products with not a lot of capital.",Not interested in future services,Disagree,2.0,Agree,4.0,Strongly Agree,5.0,As a male I don't feel necessarily included also,Yes,,Yes,,,,,,,Name tag badge organizers for easy access and retrieval.,01/2009,Saw a need for the product,,,,No,,,None,"""Digital Marketing (online presence, Search Engine Optimization))"", Broaden outreach",Part time,,"20,000.00",No,Loss,,"-25,000.00",No,,0.00,No,,,0,No,2,No,,,0.00,,0.00,,0.00,,0.00,,None,,,Yes,Full-time,Unemployed and seeking employment,Yes,Because it created an unhealthy and unsafe work environment.,2,1,No,"109,105.00","120,000.00",No,,"Paid off personal loans/credit card debt, Created a personal budget, Improved credit score, Met with a financial coach, Participated in a financial literacy education program","10,000.00",No,I receive the newsletter and sometimes read it,I don't know.,,Yes,Business Owner,To sell it.,I don't know.,"Yes, but we're realizing when we use terms like diversity and inclusion we have to dig deep to make that happen. I'm not sure if only gender itself addresses that.",No.,7/29/2022
1648836,5-Year,9/3/2013,"Training, Advisory",Rescue,Not in Service Region,Pre-business (No business or idea only),,"Open a plus size fashion boutique in Santa Barbara. Possibly develop a line of plus size apparel for distribution and sale in boutique. Develop online plus size retail store for ""casual chic"" Santa Barbara influence.",No,In 2013/14 I attended a WEV program and learned how to start a business and it was a great experience.,No.,Yes,,Mentorship.,Not interested in future services,Strongly Agree,5.0,Agree,4.0,Strongly Agree,5.0,No.,No,No,,Not enough capital,Yes,It opened my eyes to the demands and needs to starting a business and helped me realize that it wasn't feasible at that time.,,,No,,,,,,,,,,,,,,,No,,,,No,,,No,,0,,No,,No,,,0.00,,0.00,,0.00,,0.00,,,,,Yes,Full-time,Employed,,,1,1,No,"47,000.00","150,000.00",No,,None,"40,000.00",No,I don't receive the newsletter,I don't know.,Yes,,,,,,No.,7/29/2022
5406783,1-Year,8/28/2017,"Training, Advisory",Goleta,Santa Barbara,Pre-business (No business or idea only),,Early Care and Education consultant helping create more high quality child care.,No,"I learned a lot, and it feels good to know that WEV is there when people need help.",I would've blocked off more time to get things done for my courses. I don't know if my advisor was the best match either.,I don't know,,Being able to talk to an expert about some of my business issues.,Online,Strongly Agree,5.0,Neutral,3.0,Agree,4.0,No.,Yes,,Yes,,,,,,,I provide childcare consulting.,07/2017,I saw a need for expertise devoted to supporting childcare initiatives,,,,Yes,No,It wasn't addressed for me.,Subcontracted work via consulting and Upwork,"Personal finance, HR",Full time,0.00,"128,000.00",No,Profit,,"80,000.00",No,0.00,"60,000.00",No,,0,0,No,0,No,No,,0.00,,0.00,,0.00,,0.00,,None,,,No,,Employed,No,,2,2,No,,"150,000.00",No,,Improved credit score,"40,000.00",No,I don't receive the newsletter,I don't know.,Yes,No,,,,,No.,7/27/2022
8315206,1-Year,1/9/2003,"Funding, Training, Advisory",Ventura,Ventura,Ongoing (In business more than one year with sales),4/1/2000,Full service catering,Yes,WEV has certainly provided a support group for myself and my business through various stages of my business.,"Because I took the program so long ago, I hadn't re-connected with WEV for 20 years.",Yes,,I like the roundtable discussions.,A Combination,Strongly Agree,5.0,Strongly Agree,5.0,Strongly Agree,5.0,No.,Yes,,Yes,,,,,,,Catering service for events,04/2000,"Wanted to work for myself, not others",,,,Yes,Yes,I got a loan through them and an advisor.,Hired employees,None,Full time,0.00,"2,000,000.00",No,I don't wish to disclose,,,Yes,0.00,"290,000.00",No,,0,14,No,56,No,,,0.00,,0.00,,0.00,,0.00,,None,,,No,,Employed,No,,4,5,No,"63,000.00","400,000.00",No,,"Met with a financial coach, Participated in a financial literacy education program",,Yes,I don't receive the newsletter,I don't know.,Yes,Yes,Both,replicating myself.,"Opportunities for a Thrive-like opportunities for my employees for professional development, etc.",Certainly.,I love everything about WEV!,7/27/2022
8336025,1-Year,4/10/2020,"Funding, Advisory",Oxnard,Ventura,Ongoing (In business more than one year with sales),3/1/2002,Salon and spa,Yes,"During the pandemic, WEV was the first person that helped me. Without that we probably would have closed.",No.,Yes,,Learning how to consolidate debt from the pandemic.,A Combination,Neutral,3.0,Strongly Agree,5.0,Agree,4.0,No.,Yes,,Yes,,,,,,,I opened another business that helps other businesses run their businesses for medical and aesthetics fields. I have my own product line and a self-serve spa business.,03/2002,This industry was recommended for my personality,,,,Yes,Yes,Financial support.,"Opened a physical location, Added a new product/service, Widened customer base, Created an e-commerce website","Personal finance, Business accounting, debt consolidation",Seasonal / sporadic,"616,428.00",,Yes,I don't know,"15,638.41",,Yes,0.00,,Yes,No,7,0,No,0,No,,,0.00,,0.00,,0.00,,0.00,,"SBA EIDL (Disaster loan), SBA PPP loan","SBA EIDL (Disaster loan), SBA PPP loan","PPP, $100,000; EIDL, $250,000",No,,Employed,No,,4,3,No,"5,439.00","177,480.37",No,,"Paid off personal loans/credit card debt, Improved credit score",0.00,No,I receive the newsletter and sometimes read it,Financial recovery options.,,No,,,,,No.,7/21/2022
8348261,1-Year,4/28/2020,"Funding, Advisory",Oak Park,Ventura,Ongoing (In business more than one year with sales),1/1/2019,Doctor of optometry,No,It's been great everyone has been very responsive and my questions are always answered.,No.,Yes,,I don't know given the stage of my career.,Online,Strongly Agree,5.0,Agree,4.0,Agree,4.0,No.,Yes,,Yes,,,,,,,Optometry,01/2019,Wanted to continue to serve my community,,,,Yes,Yes,WEV provided emergency funding when we really needed it for rent.,None,Personal Finance for my staff,Full time,"536,000.00","550,000.00",No,I don't know,"5,000.00",,Yes,"9,000.00","10,000.00",No,,4,4,No,2,No,Yes,Disagree,2.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,The whole process was very easy.,None,,,No,,Employed,No,,3,2,No,"150,000.00","190,000.00",No,,None,"10,000.00",No,I receive the newsletter and sometimes read it,"Current financial status---federal interest rates, etc.",,Yes,Business Owner,Making staffing easier--access to good employees.,Offering personal finance classes for my employees. A job board to pull employees from.,"Absolutely because it's still a good old boys club. Everywhere you go...the bank, the car dealership...I'm not taken seriously as a woman.",I was very happy to see that there was an organization focused on female business owners--a small business loan made a huge impact for us and got us through difficult times.,7/21/2022
6282360,1-Year,2/17/2020,"Training, Advisory",Santa Barbara,Santa Barbara,Startup (In business less than one year with sales),7/1/2019,"Products to remind people to be kind to themselves and others, as well as retreats to learn to develop confidence based on mindfulness and Lovingkindness practices",No,Everyone has been really helpful and it's been a good experience.,No.,Yes,,I wish there was a referral source for marketing help. To know how to participate in client spotlights.,A Combination,Strongly Agree,5.0,Neutral,3.0,Agree,4.0,No.,Yes,,Yes,,,,,,,Career and business executive coach and mindfulness instructor.,12/2003,Flexibility,,,,Yes,No,No.,None,"""Digital Marketing (online presence, Search Engine Optimization))""",Full time,"4,419.28","115,000.00",No,Profit,"-7,428.79","65,000.00",No,0.00,,Yes,Yes,0,0,No,1,No,Yes,Disagree,2.0,Neutral,3.0,Agree,4.0,Neutral,3.0,I applied and decided,Bank Loan (SBA Lender),None,,No,,Employed,No,,1,2,No,"109,256.64","115,000.00",No,,Met with a financial coach,0.00,No,I receive the newsletter and sometimes read it,More information about workshops or specific training.,,No,,,,,No.,7/20/2022
6201732,1-Year,8/30/2016,"Funding, Training, Advisory",Carpinteria,Santa Barbara,Pre-business (No business or idea only),,Product empowering women with a healthier option for their bodies and the environment while saving money.,No,"My relationship with WEV has been ongoing for 5 years or so, from classes to loans and opportunities to share about my business in events.","One of WEV's more powerful aspects is its network of local entrepreneurs and it isn't always something that WEV brings up, so making networking more accessible would be fantastic.",Yes,,More resources in conjunction with digital marketing and mentorship.,A Combination,Agree,4.0,Neutral,3.0,Agree,4.0,I do think WEV focuses on the individual though I would like to see so much more diversity and inclusion work because there are people that I know who have not had as great as an experience as me just because of lack of diversity and inclusion at WEV.,Yes,,Yes,,,,,,,Medical device--reusable menstrual cup.,04/2017,need for the product,,,,Yes,Yes,The marketing course was helpful.,"Added a new product/service, Widened customer base, launched on Amazon",Mentorship/Advising,Full time,,"42,000.00",No,Loss,,"-15,000.00",No,,0.00,No,,0,0,No,0,No,Yes,Disagree,2.0,Agree,4.0,Disagree,2.0,Neutral,3.0,No.,"SBA EIDL (Disaster loan), CA Relief grant",SBA EIDL (Disaster loan),"EIDl, $1,000",No,,Employed,No,,1,2,No,"8,436.00",,Yes,I don't know,Improved credit score,0.00,No,I receive the newsletter but rarely read it,A more personal touch that didn't feel so corporate or non-profit--a genuine exposee of other entrepreneurs in the area.,,No,,,,,No.,7/19/2022
1426744,5-Year,9/13/2011,"Funding, Training, Advisory",Ventura,Ventura,Startup (In business less than one year with sales),1/1/2011,"We are an educational facility teaching the biomechanical model of optimal health through corrective exercises and restoring body alignment which reduces, eliminates, or prevents most aches and pains and common diseases.",No,My only WEV interaction was taking the quick version of setting up a Britain business plan and used it to get a business loan. I really love WEV and have recommended WEV to many people since.,I could've gotten more out of it if I had put more effort into it.,I don't know,,I don't know.,Online,Agree,4.0,Neutral,3.0,Agree,4.0,No.,Yes,,Yes,,,,,,,I teach restorative exercise group classes and some personal private training.,01/2011,Already in the industry and took over the business from somebody else,,,,Yes,No,I wasn't connected to them then.,None,None,Part time,,"11,000.00",No,I don't know,,,Yes,"11,000.00",0.00,No,,0,0,No,0,No,No,,0.00,,0.00,,0.00,,0.00,,Ventura County Grant,Ventura County Grant,"Ventura County Grant, $10,000",Yes,Part-time,Employed,,,3,3,No,"106,000.00","98,000.00",No,,None,0.00,No,I receive the newsletter but rarely read it,I don't know.,,Yes,Entrepreneur,An assistant or boss.,,"Yes, I couldn't say why because I'm not of the mind that women need special treatment but there is still a need for it.",No.,7/18/2022
